name,salary,types,companyFullName,companyLabelList,companySize,businessZones,subwayline,stationname,linestaion,url
财务会计,6k-10k,"['综合职能|高级管理', '财务', '会计']",成都无微不智教育科技有限公司,"['专项奖金', '年终分红', '绩效奖金', '技能培训']",15-50人,['牛市口'],2号线,双桥路,2号线_牛市口;2号线_东大路;2号线_塔子山公园;4号线_万年场;4号线_双桥路,https://www.lagou.com/jobs/7331867.html
会计,4k-7k,"['综合职能|高级管理', '财务', '会计']",成都千佳世纪家具有限责任公司,[],50-150人,,,,,https://www.lagou.com/jobs/7942165.html
实习会计,1k-2k,"['综合职能|高级管理', '财务', '其他财务']",成都财多多财税咨询有限公司,[],50-150人,,1号线(五根松),金融城,1号线(五根松)_金融城;1号线(五根松)_高新;1号线(科学城)_金融城;1号线(科学城)_高新,https://www.lagou.com/jobs/7552658.html
财务会计,6k-9k,"['综合职能|高级管理', '财务', '财务']",成都北纬航信网络科技有限责任公司,[],15-50人,,1号线(五根松),锦城广场,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(五根松)_锦城广场;1号线(科学城)_天府三街;1号线(科学城)_世纪城;1号线(科学城)_锦城广场,https://www.lagou.com/jobs/7957467.html
会计,3k-5k,"['综合职能|高级管理', '财务', '会计']",成都烜源实创科技有限公司,[],少于15人,,,,,https://www.lagou.com/jobs/7476503.html
会计,3k-6k,"['综合职能|高级管理', '财务', '会计']",成都博达培训学校,[],50-150人,,,,,https://www.lagou.com/jobs/7933241.html
会计助理,3k-4k,"['综合职能|高级管理', '财务', '会计']",四川账账通财税管理有限公司,[],少于15人,['无'],3号线,双凤桥,3号线_双凤桥,https://www.lagou.com/jobs/8106091.html
会计助理,4k-6k,"['综合职能|高级管理', '财务', '会计']",成都汇商天下代理记账有限公司彭州分公司,[],15-50人,,,,,https://www.lagou.com/jobs/8089417.html
会计,4k-8k,"['综合职能|高级管理', '财务', '会计']",成都汇商天下代理记账有限公司彭州分公司,[],15-50人,,,,,https://www.lagou.com/jobs/8087637.html
会计助理,4k-6k,"['综合职能|高级管理', '财务', '会计']",北京华夏人民艺术文化发展有限公司,[],500-2000人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(科学城)_天府五街;1号线(科学城)_天府三街,https://www.lagou.com/jobs/7597842.html
财务会计专员,4k-6k,"['综合职能|高级管理', '财务', '会计']",成都英耐特教育咨询有限公司,"['专项奖金', '绩效奖金', '节日礼物', '扁平管理']",15-50人,,1号线(五根松),天府三街,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/5835514.html
会计助理,4k-6k,"['综合职能|高级管理', '财务', '会计']",中国平安人寿保险股份有限公司成都电话销售中心,[],2000人以上,,7号线,西南交大,7号线_西南交大,https://www.lagou.com/jobs/7805768.html
会计,5k-7k,"['综合职能|高级管理', '财务', '会计']",四川乐聚畅游网络科技有限公司,[],15-50人,,1号线(五根松),天府三街,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/6610665.html
财务会计,3k-5k,"['综合职能|高级管理', '财务', '会计']",四川驰驭行汽车租赁有限公司,[],150-500人,['红牌楼'],3号线,高升桥,3号线_高升桥;3号线_红牌楼;3号线_太平园;7号线_太平园,https://www.lagou.com/jobs/5359327.html
会计助理,2k-3k,"['综合职能|高级管理', '财务', '会计']",成都星辉企业管理有限公司,[],15-50人,['无'],1号线(五根松),锦城广场,1号线(五根松)_锦城广场;1号线(五根松)_孵化园;1号线(五根松)_金融城;1号线(科学城)_锦城广场;1号线(科学城)_孵化园;1号线(科学城)_金融城,https://www.lagou.com/jobs/7511680.html
财务会计,6k-8k,"['综合职能|高级管理', '财务', '会计']",成都嘉诚新悦物业管理集团有限公司,[],2000人以上,,1号线(五根松),天府三街,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/7259623.html
会计,4k-5k,"['综合职能|高级管理', '财务', '会计']",四川云享智慧信息工程有限公司,[],500-2000人,,1号线(五根松),桐梓林,1号线(五根松)_火车南站;1号线(五根松)_桐梓林;1号线(五根松)_倪家桥;1号线(科学城)_火车南站;1号线(科学城)_桐梓林;1号线(科学城)_倪家桥;7号线_火车南站,https://www.lagou.com/jobs/7818704.html
会计助理,1k-2k,"['综合职能|高级管理', '财务', '会计']",北京时空立方数字科技有限公司,[],500-2000人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(科学城)_天府五街;1号线(科学城)_天府三街,https://www.lagou.com/jobs/7612219.html
会计,6k-9k,"['综合职能|高级管理', '财务', '会计']",成都德瑞斯可科技有限公司,[],15-50人,,,,,https://www.lagou.com/jobs/7601891.html
会计助理,1k-2k,"['综合职能|高级管理', '财务', '会计']",四川芒果财税服务有限公司,[],500-2000人,['太升路'],3号线,红星桥,1号线(五根松)_文殊院;1号线(科学城)_文殊院;3号线_前锋路;3号线_红星桥;3号线_市二医院;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/7136858.html
会计专员,5k-7k,"['综合职能|高级管理', '财务', '会计']",成都市永利联科技有限公司,[],15-50人,['无'],1号线(五根松),金融城,1号线(五根松)_孵化园;1号线(五根松)_金融城;1号线(五根松)_高新;1号线(科学城)_孵化园;1号线(科学城)_金融城;1号线(科学城)_高新,https://www.lagou.com/jobs/7768456.html
会计助理,1k-2k,"['综合职能|高级管理', '财务', '会计']",四川芒果财税服务有限公司,[],500-2000人,['太升路'],3号线,红星桥,1号线(五根松)_文殊院;1号线(科学城)_文殊院;3号线_前锋路;3号线_红星桥;3号线_市二医院;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/7679562.html
会计,5k-8k,"['综合职能|高级管理', '财务', '会计']",成都数蛙科技有限公司,[],15-50人,,1号线(五根松),金融城,1号线(五根松)_孵化园;1号线(五根松)_金融城;1号线(五根松)_高新;1号线(科学城)_孵化园;1号线(科学城)_金融城;1号线(科学城)_高新,https://www.lagou.com/jobs/7654081.html
会计助理,4k-5k,"['综合职能|高级管理', '财务', '会计']",成都锦星尊享二手车经销有限公司,[],15-50人,,1号线(五根松),锦城广场,1号线(五根松)_锦城广场;1号线(五根松)_孵化园;1号线(科学城)_锦城广场;1号线(科学城)_孵化园,https://www.lagou.com/jobs/7470283.html
会计,5k-9k,"['综合职能|高级管理', '财务', '会计']",北科航通科技（成都）有限公司,[],15-50人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府五街;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/8059651.html
财务会计,3k-5k,"['综合职能|高级管理', '财务', '财务']",成都伊之东宠物用品有限公司,[],50-150人,['龙潭'],,,,https://www.lagou.com/jobs/4145631.html
财务会计,3k-6k,"['综合职能|高级管理', '财务', '会计']",成都金俊达贸易有限公司,[],15-50人,,,,,https://www.lagou.com/jobs/7509072.html
财务会计,4k-5k,"['综合职能|高级管理', '财务', '会计']",成都金俊达贸易有限公司,[],15-50人,,,,,https://www.lagou.com/jobs/7508171.html
会计助理,2k-4k,"['综合职能|高级管理', '财务', '会计']",成都公群企业管理咨询有限公司,[],50-150人,,3号线,骡马市,1号线(五根松)_锦江宾馆;1号线(五根松)_天府广场;1号线(五根松)_骡马市;1号线(五根松)_文殊院;1号线(科学城)_锦江宾馆;1号线(科学城)_天府广场;1号线(科学城)_骡马市;1号线(科学城)_文殊院;2号线_人民公园;2号线_天府广场;2号线_春熙路;3号线_市二医院;3号线_春熙路;4号线_市二医院;4号线_太升南路;4号线_骡马市,https://www.lagou.com/jobs/6884297.html
财务会计,4k-6k,"['综合职能|高级管理', '财务', '会计']",四川领梵数字科技有限公司,"['年底双薪', '绩效奖金', '扁平管理', '节日礼物']",15-50人,,1号线(五根松),天府三街,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/7309987.html
财务会计,5k-7k,"['综合职能|高级管理', '财务', '会计']",四川康祥建筑有限公司,[],15-50人,,3号线,武青南路,3号线_武侯立交;3号线_武青南路,https://www.lagou.com/jobs/7648928.html
会计助理,2k-4k,"['综合职能|高级管理', '财务', '会计']",四川臻臻税务师事务所有限公司,[],15-50人,,1号线(五根松),四河,1号线(五根松)_四河;1号线(五根松)_华府大道;1号线(五根松)_天府五街;1号线(科学城)_四河;1号线(科学城)_华府大道;1号线(科学城)_天府五街,https://www.lagou.com/jobs/7466348.html
